ticket_id,customer_id,category,priority,status,created_at,first_response_at,resolved_at,rating,resolution_text,agent_name,channel,is_escalated
TKT-00524,CUST-0433,Feature Request,crit,Open,"May 28, 2025+00:00",28/05/2025,2025-05-29,3/5,User error - provided step-by-step guide.,Jessica,in-app,yes
TKT-00794,CUST-0051,account,crit,escalated,07/08/2024,07-Aug-2024,08/07/2024 04:00,two,<div>Fixed the <a href='#'>configuration</a> issue</div>,Jennifer,chat,Y
TKT-01207,CUST-0450,billing,medium,CLOSED,2025-01-07T00:00:00-08:00,01-09-2025,2025-01-09T00:00:00,3,,Thomas,Email,False
TKT-00665,CUST-0129,feature_request,Medium,escalated,2023-12-23Z,2023/12/23,2023-12-26T00:00:00,,Network issue on customer side. Confirmed with traceroute.,,Email,N
TKT-00161,CUST-0356,account,high,escalated,07-Mar-2023,2023-03-07,2023/03/07,2.0,,Sarah,chat,Y
TKT-01409,CUST-0326,account,Medium,open,"Apr 18, 2024+00:00",N/A,"Apr 18, 2024",4 stars,Refund processed as per company policy.,Susan,in-app,Y
TKT-01622,CUST-0018,TECHNICAL,Low,closed,"Dec 29, 2024+03:00",2025-01-01T00:00:00,03-Jan-2025, 3 ,Escalated to engineering team for further investigation.,Thomas,CHAT,0
TKT-00361,CUST-0022,ACCOUNT,CRITICAL,Open,2023-12-28T00:00:00,2023-12-28,2023-12-28T01:00:00,3 stars,Escalated to engineering team for further investigation.,Michael,chat,False
TKT-00132,CUST-0369,,CRITICAL,Open,29/03/2025Z,2025/04/01,04/01/2025 00:00,five,,David,,N
TKT-00546,CUST-0312,integration,hi,Resolved,31-Dec-2023Z,12-31-2023,2024/01/02,3 stars,Refund processed as per company policy.,William,in-app,no
TKT-00081,CUST-0438,security,high,Resolved,2025-07-18T00:00:00-08:00,2025/07/18,25/07/2025,N/A,Escalated to engineering team for further investigation.,James,CHAT,0
TKT-00431,CUST-0498,Billing,low,IN_PROGRESS,2023-07-12,12/07/2023,07-15-2023,5,Issue resolved by resetting the API key and clearing the cache.,Michael,chat,0
TKT-00048,CUST-0369,Billing,Medium,open,2023-08-18+09:00,N/A,18-Aug-2023,2/5,Bug confirmed in v2.3.1. Hotfix deployed.,Mary,chat,Y
TKT-01007,CUST-0284,billing,high,open,14-Sep-2025+03:00,N/A,"Sep 16, 2025",2 stars,<div>Fixed the <a href='#'>configuration</a> issue</div>,Susan,CHAT,1
TKT-01134,CUST-0450,feature_request,Low,closed,2025-04-27+03:00,2025-04-27,"Apr 30, 2025",4/5,,Jessica,Email,Y
TKT-01504,CUST-0200,Billing,CRITICAL,closed,"Nov 20, 2024",11-22-2024,11/20/2024 02:00,,Network issue on customer side. Confirmed with traceroute.,Elizabeth,chat,1
TKT-01481,CUST-0250,account,critical,resolved,2023/12/09+00:00,12/10/2023 00:00,,,<p>Resolved via <b>live chat</b> session.</p>,Sarah,Email,True
TKT-00957,CUST-0169,technical,medium,closed,01/01/2024+09:00,04/01/2024,"Jan 01, 2024",three,Issue resolved by resetting the API key and clearing the cache.,Christopher,CHAT,N
TKT-00529,CUST-0229,Feature Request,Low,closed,10/31/2023 00:00,"Nov 03, 2023",N/A,2,User error - provided step-by-step guide.,Karen,in-app,True
TKT-01547,CUST-0008,Integration,hi,CLOSED,11/16/2024 00:00,2024/11/16,"Nov 18, 2024",,,Sarah,Phone,True
TKT-01425,CUST-0477,security,low,Resolved,2025-07-25,07/25/2025 04:00,07-28-2025,5 stars,Network issue on customer side. Confirmed with traceroute.,Christopher,phone,Y
TKT-00460,CUST-0433,Integration,med,IN_PROGRESS,10/18/2023 00:00+09:00,2023-10-18,,1 stars,Network issue on customer side. Confirmed with traceroute.,Elizabeth,email,false
TKT-00027,CUST-0280,Billing,med,Open,30/06/2025+05:30,30/06/2025,07-10-2025,4.0,Customer was on an outdated plan. Migrated to current tier.,John,chat,False
TKT-01832,CUST-0049,technical,Medium,open,02-20-2025Z,22/02/2025,2025-02-23,5.0,,Karen,CHAT,Y
TKT-00565,CUST-0204,,HIGH,CLOSED,2025-05-21-08:00,2025/05/21,2025/05/21,N/A,Escalated to engineering team for further investigation.,Richard,in-app,Y
TKT-00158,CUST-0265,Billing,CRITICAL,IN_PROGRESS,15-Mar-2023,2023-03-15T04:00:00,2023/03/16, 3 ,Network issue on customer side. Confirmed with traceroute.,Jennifer,phone,N
TKT-00401,CUST-0204,TECHNICAL,Low,IN_PROGRESS,28/11/2024Z,2024-11-28,2024/12/01,5 stars,<div>Fixed the <a href='#'>configuration</a> issue</div>,,chat,1
TKT-01391,CUST-0434,technical,low,open,09-04-2025,"Sep 04, 2025",09-09-2025,one,Provided documentation link for the integration setup.,David,Email,1
TKT-00333,CUST-0079,technical,high,CLOSED,2024/09/17+03:00,09-18-2024,2024-09-17T01:00:00,4.0,<p>Resolved via <b>live chat</b> session.</p>,Jessica,phone,1
TKT-01440,CUST-0363,TECHNICAL,low,CLOSED,2025/03/01+03:00,2025-03-02,"Mar 06, 2025",5/5,,Mary,,1
TKT-00080,CUST-0256,Billing,medium,in_progress,06/04/2025 00:00+09:00,2025-06-04T01:00:00,"Jun 04, 2025",2,<div>Fixed the <a href='#'>configuration</a> issue</div>,Karen,Email,N
TKT-00651,CUST-0320,billing,medium,closed,2024/10/04,2024/10/07,null,N/A,<p>Resolved via <b>live chat</b> session.</p>,James,,Y
TKT-00183,CUST-0040,feature_request,crit,closed,08-20-2024Z,2024-08-20,,2 stars,User error - provided step-by-step guide.,David,Email,yes
TKT-00845,CUST-0121,billing,med,CLOSED,06/13/2023 00:00+05:30,2023/06/13,2023-06-13T02:00:00, 5 ,Escalated to engineering team for further investigation.,David,Email,True
TKT-00373,CUST-0045,billing,medium,in_progress,2023/01/15+03:00,15/01/2023,,4.0,Customer was on an outdated plan. Migrated to current tier.,,chat,N
TKT-00922,CUST-0469,,med,IN_PROGRESS,2025-06-10,"Jun 12, 2025",06-10-2025,,Provided documentation link for the integration setup.,,,1
TKT-01586,CUST-0189,ACCOUNT,medium,in_progress,2023-07-06T00:00:00+05:30,06/07/2023,06/07/2023,,,,phone,1
TKT-00064,CUST-0404,,medium,CLOSED,27/06/2024,30/06/2024,27/06/2024,3,User error - provided step-by-step guide.,Sarah,,no
TKT-00642,CUST-0236,account,Medium,IN_PROGRESS,2023/06/29-08:00,29/06/2023,07-09-2023,four,Refund processed as per company policy.,,Email,false
TKT-01434,CUST-0217,account,Low,IN_PROGRESS,2023/10/13+05:30,13-Oct-2023,2023/10/13,2 stars,User error - provided step-by-step guide.,Mary,CHAT,yes
TKT-00608,CUST-0206,security,Medium,closed,"May 10, 2025-08:00","May 12, 2025",11-May-2025, 5 ,Network issue on customer side. Confirmed with traceroute.,Linda,CHAT,1
TKT-01778,CUST-0049,Billing,med,Resolved,"Nov 17, 2023",17/11/2023,20-Nov-2023,four,,Karen,CHAT,1
TKT-00136,CUST-0243,Billing,medium,closed,12-Aug-2024+00:00,2024/08/12,2024-08-12, 3 ,<p>Resolved via <b>live chat</b> session.</p>,Michael,chat,Y
TKT-01466,CUST-0182,billing,Low,in_progress,2024-10-10T00:00:00Z,,10/10/2024 08:00,four,Bug confirmed in v2.3.1. Hotfix deployed.,Karen,Phone,True
TKT-01290,CUST-0110,technical,Low,open,2024-10-28T00:00:00+03:00,31/10/2024,04/11/2024,3,Escalated to engineering team for further investigation.,Robert,Phone,N
TKT-01383,CUST-0412,Billing,Medium,closed,2023/08/10-05:00,2023-08-11,08-11-2023,1,,Jennifer,,True
TKT-01906,CUST-0473,security,HIGH,CLOSED,2023-08-18T00:00:00,19/08/2023,08/25/2023 00:00,3,Network issue on customer side. Confirmed with traceroute.,David,phone,0
TKT-01716,CUST-0178,security,CRITICAL,IN_PROGRESS,07/11/2024 00:00+09:00,11/07/2024,14/07/2024,,<div>Fixed the <a href='#'>configuration</a> issue</div>,Jennifer,phone,True
TKT-01062,CUST-0449,TECHNICAL,hi,escalated,04-Oct-2023+00:00,10-04-2023,04-Oct-2023, 3 ,Refund processed as per company policy.,Michael,email,N
TKT-00766,CUST-8713,ACCOUNT,hi,closed,2024-07-17T00:00:00-08:00,2024-07-17,2024-07-19T00:00:00,N/A,Refund processed as per company policy.,Jessica,Phone,yes
TKT-00578,CUST-0341,technical,low,CLOSED,2025-06-21,06/24/2025 00:00,N/A,,,,CHAT,true
TKT-00795,CUST-0445,Feature Request,CRITICAL,escalated,09-08-2024+09:00,08/09/2024,2024-09-15,3.0,User error - provided step-by-step guide.,Sarah,chat,True
TKT-01489,CUST-0222,technical,hi,open,2024-01-31,2024/01/31,31-Jan-2024,four,User error - provided step-by-step guide.,John,in-app,1
TKT-01669,CUST-0411,technical,medium,Open,01/10/2025 00:00+09:00,01/10/2025 04:00,01-15-2025,,Customer was on an outdated plan. Migrated to current tier.,John,email,Y
TKT-01641,CUST-0125,integration,HIGH,Resolved,2024-07-02+00:00,07-02-2024,07-02-2024,five,,Richard,chat,True
TKT-00326,CUST-0403,Feature Request,Low,open,05/06/2025 00:00-05:00,"May 08, 2025",05/07/2025 00:00,5.0,Network issue on customer side. Confirmed with traceroute.,Thomas,Phone,False
TKT-00276,CUST-0257,billing,high,CLOSED,"May 02, 2024+03:00","May 02, 2024",2024/05/07,,Provided documentation link for the integration setup.,Robert,,yes
TKT-00499,CUST-0056,Billing,Low,resolved,2023/02/27+05:30,03-02-2023,04/03/2023,4/5,<div>Fixed the <a href='#'>configuration</a> issue</div>,William,CHAT,no
TKT-01856,CUST-0246,Billing,medium,closed,"Oct 12, 2023-08:00",,2023-10-19,2,Network issue on customer side. Confirmed with traceroute.,John,CHAT,true
TKT-01737,CUST-0450,Billing,med,resolved,"Jan 16, 2025-05:00",,16/01/2025,3,,Michael,email,Y
TKT-01794,CUST-0396,technical,critical,closed,2025/04/27+09:00,04/27/2025 01:00,28-Apr-2025,3/5,Refund processed as per company policy.,Thomas,,0
TKT-00054,CUST-0424,integration,HIGH,closed,"Dec 25, 2023+00:00",25/12/2023,25/12/2023,,Network issue on customer side. Confirmed with traceroute.,,chat,0
TKT-00772,CUST-0426,security,Low,IN_PROGRESS,2025-02-05T00:00:00-08:00,02-05-2025,2025-02-07T00:00:00,5.0,Provided documentation link for the integration setup.,Barbara,email,no
TKT-00777,CUST-0493,Feature Request,Medium,in_progress,08/23/2024 00:00+03:00,2024-08-26T00:00:00,,one,Provided documentation link for the integration setup.,Robert,chat,yes
TKT-01765,CUST-0316,,crit,closed,09/19/2025 00:00-05:00,2025/09/20,09/20/2025 00:00,5.0,Customer was on an outdated plan. Migrated to current tier.,Jessica,,1
TKT-01311,CUST-0179,ACCOUNT,med,Resolved,2023/07/28+09:00,2023/07/29,07/28/2023 12:00, 5 ,Issue resolved by resetting the API key and clearing the cache.,John,Phone,N
TKT-00502,CUST-0055,account,medium,Open,20/05/2025+03:00,05/20/2025 02:00,"May 20, 2025",,Issue resolved by resetting the API key and clearing the cache.,Richard,chat,1
TKT-01905,CUST-0273,security,CRITICAL,open,2025-08-09T00:00:00,08/09/2025 12:00,08-09-2025,5.0,Escalated to engineering team for further investigation.,Susan,,True
TKT-00495,CUST-0496,security,critical,closed,12/18/2025 00:00+03:00,"Dec 18, 2025",18/12/2025,,,Karen,CHAT,false
TKT-01775,CUST-0091,feature_request,medium,escalated,13-Jul-2023+00:00,2023-07-13T12:00:00,2023-07-20T00:00:00,N/A,Escalated to engineering team for further investigation.,James,Email,False
TKT-00834,CUST-0100,technical,Low,open,20/12/2023-05:00,20/12/2023,2023-12-25T00:00:00,5.0,Bug confirmed in v2.3.1. Hotfix deployed.,Barbara,in-app,True
TKT-01885,CUST-0205,integration,critical,open,2024/09/14-05:00,16-Sep-2024,09-16-2024,,Provided documentation link for the integration setup.,David,chat,no
TKT-01978,CUST-0258,billing,crit,CLOSED,2024-04-18T00:00:00+00:00,04/18/2024 01:00,04-18-2024,3,Provided documentation link for the integration setup.,,chat,1
TKT-01397,CUST-0079,account,Low,resolved,11-26-2024,2024-11-27T00:00:00,11/29/2024 00:00,5 stars,Network issue on customer side. Confirmed with traceroute.,Robert,email,False
TKT-01876,CUST-0089,ACCOUNT,HIGH,escalated,2023-12-13T00:00:00,"Dec 16, 2023",2023-12-13T01:00:00,four,Network issue on customer side. Confirmed with traceroute.,Barbara,CHAT,yes
TKT-01595,CUST-0034,ACCOUNT,low,CLOSED,07/04/2023 00:00+03:00,07/06/2023 00:00,07/14/2023 00:00,4 stars,Network issue on customer side. Confirmed with traceroute.,Richard,phone,Y
TKT-01808,CUST-0319,,Low,open,"Jan 29, 2023-08:00",2023/01/29,01-30-2023,,Issue resolved by resetting the API key and clearing the cache.,Joseph,Email,1
TKT-01158,CUST-0414,integration,HIGH,resolved,04-04-2025,2025/04/05,N/A,one,,Sarah,CHAT,Y
TKT-01588,CUST-0449,technical,CRITICAL,escalated,2023-05-06,2023-05-07T00:00:00,05-06-2023,2/5,Refund processed as per company policy.,,Phone,no
TKT-01922,CUST-0137,feature_request,Low,IN_PROGRESS,2025-12-01Z,"Dec 01, 2025",,,Provided documentation link for the integration setup.,Michael,CHAT,False
TKT-00474,CUST-0302,feature_request,Low,IN_PROGRESS,12/11/2025,11-12-2025,11-12-2025,5,Escalated to engineering team for further investigation.,Thomas,CHAT,0
TKT-00892,CUST-0020,feature_request,medium,open,"Jul 31, 2023",08-01-2023,2023/08/07,3,Issue resolved by resetting the API key and clearing the cache.,Richard,,0
TKT-01764,CUST-0011,,Low,Open,11/14/2024 00:00+05:30,14/11/2024,"Nov 14, 2024",,Bug confirmed in v2.3.1. Hotfix deployed.,Thomas,CHAT,False
TKT-01605,CUST-0500,ACCOUNT,medium,Resolved,2025-12-05+05:30,2025-12-05,2025-12-05T04:00:00,four,Bug confirmed in v2.3.1. Hotfix deployed.,Susan,phone,False
TKT-01594,CUST-0255,billing,hi,closed,05-04-2024Z,"May 04, 2024",2024/05/09, 4 ,Provided documentation link for the integration setup.,Susan,CHAT,true
TKT-01782,CUST-0100,security,med,escalated,03-04-2023+03:00,2023-03-04T04:00:00,04/03/2023,5.0,,Sarah,Email,False
TKT-01805,CUST-0050,integration,HIGH,closed,2024-03-09T00:00:00+09:00,2024-03-12T00:00:00,"Mar 09, 2024",2.0,Customer was on an outdated plan. Migrated to current tier.,Elizabeth,,0
TKT-00762,CUST-0151,integration,HIGH,escalated,2024/04/09-05:00,10-Apr-2024,2024-04-16,,Customer was on an outdated plan. Migrated to current tier.,Susan,,0
TKT-01226,CUST-0226,TECHNICAL,med,CLOSED,2023-04-11,2023-04-11,2023-04-18,5.0,Provided documentation link for the integration setup.,Richard,chat,0
TKT-00319,CUST-0080,security,HIGH,open,2024-06-26+00:00,2024-06-28,2024-07-03T00:00:00,2/5,Network issue on customer side. Confirmed with traceroute.,James,phone,True
TKT-01956,CUST-0073,,critical,Open,01/10/2023 00:00,2023-01-11T00:00:00,13/01/2023,,Provided documentation link for the integration setup.,Susan,chat,Y
TKT-00623,CUST-0221,feature_request,HIGH,Open,2023/02/16,2023-02-18,"Feb 18, 2023",5/5,Issue resolved by resetting the API key and clearing the cache.,Christopher,,true
TKT-01245,CUST-0309,billing,med,Open,2024-02-01,2024-02-03,2024/02/06,three,Bug confirmed in v2.3.1. Hotfix deployed.,Patricia,in-app,no
TKT-01646,CUST-0021,billing,HIGH,open,2024-08-21T00:00:00+05:30,21-Aug-2024,08/21/2024 02:00,,Network issue on customer side. Confirmed with traceroute.,Richard,CHAT,1
TKT-01937,CUST-0303,Billing,Low,closed,20/07/2023+09:00,07-22-2023,2023/07/21,3.0,<p>Resolved via <b>live chat</b> session.</p>,Elizabeth,Email,True
TKT-00119,CUST-0182,,HIGH,IN_PROGRESS,03-Nov-2024+03:00,,03/11/2024, 1 ,,Christopher,Phone,True
TKT-01376,CUST-0352,ACCOUNT,low,CLOSED,"Jul 25, 2023",07-25-2023,2023-07-28,3.0,,Robert,,true
TKT-00520,CUST-0432,account,crit,in_progress,"Jun 10, 2024+00:00",06/10/2024 02:00,06/10/2024 08:00,,Customer was on an outdated plan. Migrated to current tier.,Susan,,0
TKT-01510,CUST-0255,Feature Request,HIGH,in_progress,16-Apr-2025,04/16/2025 04:00,null,5.0,,Elizabeth,chat,False
TKT-01643,CUST-0449,TECHNICAL,hi,in_progress,2024/07/20+00:00,2024/07/21,2024-07-20T12:00:00,5,Issue resolved by resetting the API key and clearing the cache.,James,Phone,1
TKT-00153,CUST-0095,TECHNICAL,low,Open,2023-10-20-08:00,20-Oct-2023,10/20/2023 02:00,1/5,Network issue on customer side. Confirmed with traceroute.,Christopher,CHAT,False
TKT-00453,CUST-0433,Billing,med,Open,2024-07-15,07/17/2024 00:00,2024-07-22T00:00:00,2/5,Bug confirmed in v2.3.1. Hotfix deployed.,,Email,False
TKT-00874,CUST-0075,Feature Request,HIGH,Resolved,2025-10-20+03:00,2025-10-20T04:00:00,21/10/2025,4,<div>Fixed the <a href='#'>configuration</a> issue</div>,Linda,,False
TKT-01817,CUST-8415,billing,hi,open,07-29-2023-05:00,08-01-2023,07/29/2023 04:00, 4 ,,,,false
TKT-00156,CUST-0204,billing,HIGH,Resolved,"Dec 13, 2024+03:00",2024/12/13,2024/12/13,3/5,User error - provided step-by-step guide.,John,Phone,0
TKT-00743,CUST-0111,Billing,Low,Open,2025-09-10T00:00:00-08:00,13-Sep-2025,, 2 ,Issue resolved by resetting the API key and clearing the cache.,Karen,,True
TKT-01436,CUST-0004,ACCOUNT,low,closed,14/12/2025,,14-Dec-2025,5 stars,,,Email,1
TKT-00013,CUST-0422,TECHNICAL,high,resolved,06/12/2025 00:00+09:00,14/06/2025,06-12-2025,5/5,Escalated to engineering team for further investigation.,John,Phone,false
TKT-01998,CUST-0072,technical,HIGH,closed,"Oct 05, 2023+03:00",05/10/2023,07-Oct-2023,N/A,,Jennifer,phone,False
TKT-00178,CUST-0167,security,crit,resolved,02-Sep-2023-05:00,02-Sep-2023,09/02/2023 02:00, 2 ,User error - provided step-by-step guide.,Karen,email,true
TKT-01247,CUST-0394,Integration,CRITICAL,CLOSED,14-Sep-2025,09/14/2025 02:00,14-Sep-2025,3,,Sarah,chat,False
TKT-00409,CUST-8869,Feature Request,hi,CLOSED,"Nov 10, 2025",11-11-2025,2025/11/10,one,<p>Resolved via <b>live chat</b> session.</p>,Susan,Email,False
TKT-01135,CUST-0125,Feature Request,critical,escalated,"Jun 04, 2024","Jun 07, 2024",06/04/2024 08:00,,,Elizabeth,Phone,0
TKT-00633,CUST-0246,integration,high,open,2024-01-29-05:00,01/29/2024 02:00,2024-01-29T08:00:00,5 stars,Escalated to engineering team for further investigation.,Karen,phone,1
TKT-01525,CUST-8763,billing,HIGH,in_progress,06/07/2023+03:00,2023-07-06,07/07/2023 00:00,N/A,<div>Fixed the <a href='#'>configuration</a> issue</div>,Karen,in-app,True
TKT-00828,CUST-0492,feature_request,high,open,12/19/2024 00:00,12/19/2024 01:00,29/12/2024,5.0,Customer was on an outdated plan. Migrated to current tier.,Richard,,1
TKT-01897,CUST-0446,Integration,medium,Open,2023-06-13T00:00:00+09:00,2023-06-13T04:00:00,06/23/2023 00:00,5,<div>Fixed the <a href='#'>configuration</a> issue</div>,Susan,in-app,false
TKT-01093,CUST-0250,security,medium,Resolved,12-Jan-2024Z,2024/01/12,19/01/2024,N/A,,Joseph,Email,false
TKT-00544,CUST-0185,ACCOUNT,Low,Resolved,2023/05/29,05/29/2023 01:00,06/08/2023 00:00,2.0,User error - provided step-by-step guide.,Thomas,Phone,false
TKT-00295,CUST-0280,,med,escalated,02-May-2025Z,N/A,null,4,Escalated to engineering team for further investigation.,,Email,1
TKT-00471,CUST-0284,account,Medium,IN_PROGRESS,01/22/2024 00:00Z,2024/01/24,25-Jan-2024, 4 ,Bug confirmed in v2.3.1. Hotfix deployed.,,email,1
TKT-01870,CUST-0082,TECHNICAL,HIGH,Resolved,15/11/2024,2024-11-15,null,3/5,Provided documentation link for the integration setup.,Elizabeth,,false
TKT-01347,CUST-0396,feature_request,hi,IN_PROGRESS,08-14-2024Z,2024-08-14T02:00:00,N/A,,Issue resolved by resetting the API key and clearing the cache.,James,,0
TKT-01625,CUST-0376,billing,critical,CLOSED,12/05/2024 00:00+00:00,2024-12-08,,,Provided documentation link for the integration setup.,Elizabeth,chat,True
TKT-00717,CUST-0233,technical,med,Resolved,16-Nov-2023,11-19-2023,2023/11/16,2,Refund processed as per company policy.,Joseph,email,0
TKT-01273,CUST-0368,,Medium,in_progress,"May 13, 2023+09:00",13-May-2023,2023/05/16,4.0,Refund processed as per company policy.,Jessica,Phone,0
TKT-00880,CUST-0333,billing,low,closed,02/12/2023+03:00,2023-12-03T00:00:00,"Dec 03, 2023",4/5,Network issue on customer side. Confirmed with traceroute.,Patricia,Email,False
TKT-00472,CUST-0275,Feature Request,CRITICAL,Open,03-Sep-2024+09:00,2024-09-03T00:30:00,09-03-2024,,Escalated to engineering team for further investigation.,Karen,Phone,1
TKT-01488,CUST-0106,,high,IN_PROGRESS,11-01-2023+00:00,2023-11-02T00:00:00,2023-11-01T12:00:00, 1 ,Customer was on an outdated plan. Migrated to current tier.,Patricia,,1
TKT-00627,CUST-0106,feature_request,critical,Open,2024/12/16-05:00,"Dec 16, 2024",12-16-2024,5 stars,User error - provided step-by-step guide.,Thomas,Email,False
TKT-01983,CUST-0315,technical,HIGH,open,2024/05/22,2024/05/25,05/22/2024 08:00,2,User error - provided step-by-step guide.,Christopher,in-app,False
TKT-01350,CUST-0167,billing,crit,closed,2024/11/04-05:00,,11/06/2024 00:00,3/5,<p>Resolved via <b>live chat</b> session.</p>,Karen,Email,N
TKT-01014,CUST-0339,technical,Medium,Resolved,02/03/2024+00:00,02/03/2024,,five,,Jessica,chat,False
TKT-01181,CUST-0093,integration,med,closed,2024/10/28+05:30,10/29/2024 00:00,,5,User error - provided step-by-step guide.,John,CHAT,1
TKT-00833,CUST-0030,security,crit,resolved,2023-02-21T00:00:00+03:00,21-Feb-2023,"Feb 21, 2023",5 stars,,Joseph,CHAT,True
TKT-01010,CUST-0370,,high,Resolved,2023-04-11+05:30,11/04/2023,14-Apr-2023,,Refund processed as per company policy.,James,Phone,false
TKT-00648,CUST-0001,Integration,low,in_progress,2024-04-06T00:00:00-08:00,04/06/2024 00:30,"Apr 08, 2024",N/A,<p>Resolved via <b>live chat</b> session.</p>,John,CHAT,0
